A1,A2,A3,A4,A5
7,-0.0225756,-0.0338288,1152.91,1
7,0.0149476,-0.0344493,1156.33,1
7,0.0413992,-0.0363606,1159.16,1
7,0.0631712,-0.0433726,1161.3,1
7,0.0651622,-0.0421991,1164.14,1
7,0.0603105,-0.0363088,1166.9,1
7,0.0660705,-0.0757703,1149.09,1
7,0.0149178,-0.0807121,1149.83,1
7,3.82E-02,-0.0922171,1150.8,1
7,3.36E-02,-0.107723,1151.58,1
7,-0.00329054,-0.110285,1154.09,1
7,0.0104362,-0.107971,1156.27,1
7,0.0247229,-0.112061,1157.97,1
7,0.0454691,-0.102323,1159.35,1
7,0.0283315,-0.0736773,1160.21,1
7,0.0519066,-0.0494083,1159.29,1
7,0.047891,-0.0262091,1159.31,1
7,0.0142965,-0.00748256,1159.61,1
7,0.0711472,-0.0129371,1161.06,1
7,0.043375,-0.0360041,1163.01,1
7,0.0363199,0.101543,1162.89,3
7,0.0279792,0.103518,1162.79,3
7,0.0225633,0.106162,1162.76,3
7,0.0242416,0.109453,1162.74,3
7,0.0305549,0.105081,1162.45,3
7,0.0254618,0.101888,1163.28,3
7,0.0317234,0.121801,1163.79,3
7,0.0405995,0.14613,1163.52,3
7,0.0249339,0.168431,1163.82,3
7,0.0337777,0.189939,1166.35,3
7,0.0244473,0.202706,1174.96,3
7,0.0166564,0.204594,1182.92,3
7,0.0178673,0.210021,1191.16,3
7,0.00606926,0.219939,1197.02,3
7,0.0173191,-0.218574,1157.94,2
7,0.0502986,-0.202751,1159.82,2
7,0.0381451,-0.184303,1161.21,2
7,0.0454118,-0.16606,1163.27,2
7,0.0659063,-0.144978,1165.36,2
7,0.0196241,-0.132778,1166.88,2
7,0.0280942,-0.127344,1168.83,2
7,0.00475006,0.0436457,1129.23,2
7,-0.0426082,0.000446939,1129.46,2
7,-0.12838,-0.0393093,1128.95,2
7,-0.168049,-0.0788863,1128.15,2
7,-0.188033,-0.110464,1127.96,2
7,-0.139983,-0.107178,1127.86,2
7,-0.0126546,-0.0980133,1129.08,2
7,-0.110983,-0.0612623,1121.13,3
7,0.0157959,-0.0493848,1122.04,3
7,0.0479653,-0.0424573,1123.12,3
7,0.018896,-0.0513043,1122.47,3
7,0.00165306,-0.0520963,1121.82,3
7,-0.0503948,-0.0542158,1120.32,3
7,-0.0667791,-0.0532873,1119.7,3
7,-0.0255291,-0.0398061,1120.3,3
7,-0.00489294,-0.0366711,1121.33,3
7,0.00302556,-0.0335123,1123.12,3
7,0.00503956,-0.0318011,1124.36,3
7,0.00125796,-0.0309113,1125.79,3
7,-0.00256344,-0.0289541,1127.2,3
7,-0.00269474,-0.0254013,1128.58,3
7,0.0184189,-0.118641,1140.17,2
7,0.0230318,-0.116409,1140.93,2
7,0.0221514,-0.117469,1140.46,2
7,-0.00533124,-0.117456,1140.16,2
7,0.00681996,-0.112785,1140.13,2
7,0.00724446,-0.10747,1140.05,2
7,0.00672326,-0.0957571,1140.76,2
7,0.0149081,-0.0295788,1129.77,2
7,0.011387,-0.0372156,1129.34,2
7,-0.00217124,-0.0459338,1128.3,2
7,-0.00881684,-0.0424431,1128.25,2
7,0.00738876,-0.0290633,1127.77,2
7,0.0126527,-0.0196131,1127.8,2
7,0.0174908,-0.0146041,1127.99,2
7,1.38499,0.155996,1058.95,4
7,3.0797,0.149582,1045.56,4
7,3.92077,0.0937107,1031.05,4
7,3.72675,0.139166,1022.21,4
7,3.58365,0.206314,1008.91,4
7,3.44736,0.250187,1007.66,4
7,3.31757,0.27025,1006.8,4
7,3.20028,0.259506,1004.46,4
7,3.07647,0.236131,1005.1,4
7,2.93448,0.219726,1016.36,4
7,2.77965,0.21152,1030.73,4
7,2.59931,0.218317,1040.43,4
7,2.42239,0.233976,1046.42,4
7,2.24704,0.252606,1038.18,4
7,2.11684,0.258151,1028.95,4
7,2.00652,0.245007,1041.12,4
7,1.90308,0.214768,1100.63,4
7,1.81203,0.186986,1211.03,4
7,1.68311,0.199004,1397.77,4
7,1.56458,0.24272,1584.08,4
7,1.44701,0.298923,1820.89,4
7,1.31855,0.351453,2224.03,4
7,1.20811,0.374433,2821.86,4
7,1.12143,0.344953,3612.06,4
7,1.0375,0.315042,4587.02,4
7,0.982373,0.274643,5337.5,4
7,0.939137,0.24447,5775.45,4
7,0.82607,0.286913,6092.31,4
8,0.00705494,-0.395479,80.103,1
8,-0.00345156,-0.389834,79.3587,1
8,0.00498864,-0.386392,78.8397,1
8,-0.00542186,-0.381336,78.0697,1
8,-0.00276886,-0.380931,77.7717,1
8,-0.00478036,-0.375099,77.8567,1
8,-0.00613936,-0.367941,77.9654,1
8,-0.000675163,-0.363766,79.3522,1
8,-0.00683916,-0.359459,79.2227,1
8,0.00414744,-0.359313,79.5012,1
8,-0.00260076,-0.358946,79.0662,1
8,0.00553894,-0.356371,77.9244,1
8,-0.00312686,-0.353231,78.0518,1
8,0.000672537,-0.351393,78.464,1
8,-0.00984646,-0.0521276,85.2852,1
8,-0.00809136,-0.0462156,85.0323,1
8,-0.00740906,-0.0440706,84.9099,1
8,0.00520574,-0.0407341,85.1726,1
8,-0.00528336,-0.0480904,85.3112,1
8,0.0133898,-0.0489641,84.6181,1
8,0.00887984,-0.0470796,85.4824,1
8,0.0119658,-0.0457664,85.3461,1
8,0.00574104,-0.0406736,84.9181,1
8,0.00575464,-0.0379771,85.8636,1
8,-0.00444816,-0.0308609,84.8389,1
8,-0.00409136,-0.0272571,84.828,1
8,-0.00575296,-0.0271274,84.7526,1
8,-0.00283246,-0.0185826,84.4856,1
8,-0.0123223,-0.00603936,86.5933,3
8,-0.0114592,-0.00400686,86.9063,3
8,-0.00240266,0.000869136,85.7745,3
8,0.0106087,0.000331886,86.307,3
8,0.00952664,0.00235089,86.1674,3
8,0.00137024,-0.00855811,86.5336,3
8,0.0341323,-0.0358194,87.5034,3
8,0.00296134,-0.0598479,87.0582,3
8,-0.00530456,-0.0706564,87.384,3
8,-0.00472926,-0.0738796,87.3697,3
8,-0.0422314,-0.0495449,86.9404,3
8,-0.00619006,-0.0353994,87.4079,3
8,0.00733634,-0.0359721,86.9556,3
8,0.0380766,-0.0316864,87.4278,3
8,-0.000514663,0.0905886,88.3823,2
8,0.00149654,0.0992029,88.2429,2
8,-0.00385556,0.103334,88.3771,2
8,-0.00454066,0.101962,88.1784,2
8,0.00307254,0.103532,88.1863,2
8,-0.00662546,0.109581,88.8468,2
8,0.00668594,0.115833,89.7432,2
8,0.00492044,0.114643,87.2583,2
8,-0.00807336,0.0919449,87.443,2
8,-0.00423716,0.0639791,87.9345,2
8,-0.00820606,0.0395301,88.6936,2
8,-0.00909826,0.0173214,89.0801,2
8,0.00526924,0.0181086,88.5246,2
8,0.00277834,0.0160031,86.9946,2
8,-0.00310196,-0.185755,88.6603,3
8,0.00112094,-0.171079,87.533,3
8,0.00262324,-0.153575,87.095,3
8,0.00418274,-0.131367,86.5584,3
8,0.00546304,-0.113635,85.7162,3
8,0.00162434,-0.10368,86.8837,3
8,-0.00403866,-0.0949404,87.3872,3
8,0.000450537,-0.0794594,86.6834,3
8,-0.00241666,-0.0748244,86.7715,3
8,-0.00495356,-0.0694469,86.6191,3
8,0.00108814,-0.0713176,86.9498,3
8,-0.00488296,-0.0797931,87.2344,3
8,-0.00203626,-0.0877854,87.5596,3
8,-0.00535536,-0.0992164,87.861,3
8,-0.00290856,0.0632106,84.6329,2
8,-0.00517446,0.0727191,85.1341,2
8,0.000233937,0.0791004,83.6499,2
8,-0.00313676,0.0802466,84.6883,2
8,-0.00135456,0.0818379,85.9552,2
8,0.00113274,0.0833741,85.7381,2
8,0.00333814,0.0883834,86.694,2
8,-0.00350896,0.0722869,87.2825,2
8,-0.00850126,0.0758414,87.8998,2
8,-0.000707163,0.0842831,88.0155,2
8,0.000525537,0.0893899,88.0268,2
8,0.00168494,0.0965614,88.1935,2
8,0.00872914,0.10367,86.8842,2
8,0.00715644,0.100638,87.1056,2
8,-0.0102692,-0.117198,69.2525,4
8,-0.00839176,-0.143195,67.2773,4
8,0.00227114,-0.195606,66.561,4
8,-0.00552376,-0.235415,64.4637,4
8,-0.022932,-0.25219,63.8484,4
8,-0.00861076,-0.239063,63.2715,4
8,0.00981384,-0.151674,62.8736,4
8,-0.00841746,-0.0623826,63.1335,4
8,0.024984,0.0122976,62.6261,4
8,0.00725224,0.0707121,62.2247,4
8,-0.00169036,0.0450631,61.855,4
8,0.0388802,0.0199044,61.2781,4
8,-0.0207346,-0.00281911,61.1396,4
8,-0.00274786,-0.0258711,60.8792,4
8,-0.0336266,0.0332116,60.9677,4
8,-0.055866,0.0799691,60.6072,4
8,-0.000399663,0.131312,59.8226,4
8,-0.00521226,0.172651,59.8241,4
8,0.0188863,0.137589,58.2735,4
8,0.0257481,0.108607,58.243,4
8,0.0468697,0.0733249,59.3224,4
8,-0.0367244,0.0212409,58.9011,4
8,-0.0297998,0.00406239,60.1291,4
8,-0.103525,0.0107961,59.7644,4
8,-0.00396696,0.0333446,59.2437,4
8,0.217152,0.0804101,59.7804,4
8,0.206503,0.102703,58.2506,4
8,0.159734,0.0858024,58.1352,4
9,0.0135914,-2.85119,583.773,1
9,0.00470119,-2.85158,584.08,1
9,0.00762509,-2.85157,584.534,1
9,-0.012538,-2.85133,584.863,1
9,-0.00790481,-2.85088,584.751,1
9,-0.00882451,-2.85031,585.258,1
9,-0.011932,-2.84985,585.734,1
9,0.0125343,-2.8498,585.768,1
9,-0.00351651,-2.84962,586.06,1
9,0.00571379,-2.84942,586.022,1
9,0.00036239,-2.84939,586.199,1
9,0.0320386,-2.84665,585.232,1
9,0.0140641,-2.84637,582.684,1
9,0.0109173,-2.84638,580.168,1
9,-0.00125721,-2.8511,588.905,1
9,-0.0143345,-2.85108,589.423,1
9,-0.00193491,-2.85132,589.772,1
9,-0.00402511,-2.85104,590.5,1
9,0.00247119,-2.85112,591.597,1
9,0.0117834,-2.85101,590.948,1
9,0.00919879,-2.85125,590.786,1
9,0.00517199,-2.85106,589.725,1
9,0.00217619,-2.85091,588.292,1
9,-0.00072101,-2.85085,588.711,1
9,-0.00366491,-2.85055,588.757,1
9,-0.013233,-2.85068,588.7,1
9,-0.00767571,-2.85076,589.432,1
9,-0.00520801,-2.85077,589.736,1
9,0.0522722,-2.8488,562.015,3
9,0.0227981,-2.84882,564.299,3
9,0.0122584,-2.84859,565.674,3
9,-0.00156361,-2.84864,566.571,3
9,0.00349559,-2.84847,567.686,3
9,0.00045509,-2.84829,568.452,3
9,-0.00733931,-2.84838,569.491,3
9,-0.0107974,-2.84828,570.218,3
9,-0.0161372,-2.84824,570.952,3
9,0.0144842,-2.84832,571.708,3
9,0.0153575,-2.84834,570.416,3
9,-0.00727391,-2.84897,569.866,3
9,-0.0168577,-2.84905,569.143,3
9,-0.0308993,-2.84918,568.356,3
9,0.00537089,-2.85024,573.174,2
9,-0.0138883,-2.85001,572.332,2
9,-0.0100228,-2.84976,571.96,2
9,-0.00818691,-2.84961,572.002,2
9,-0.00908191,-2.84952,572.819,2
9,0.0118086,-2.84965,574.195,2
9,0.0140994,-2.8497,575.258,2
9,-0.00259771,-2.84934,588.336,2
9,-4.81E-06,-2.84933,588.118,2
9,-0.00123311,-2.84928,588.519,2
9,-4.81E-06,-2.84922,588.496,2
9,-0.00811601,-2.84911,588.316,2
9,-0.00766801,-2.84909,588.548,2
9,-0.00882031,-2.84909,588.478,2
9,-0.115215,13.5092,543.179,3
9,-0.16322,13.7077,538.091,3
9,-0.0276198,13.7031,540.541,3
9,0.0100887,12.8552,545.256,3
9,0.0974282,-2.65051,548.484,3
9,0.178716,-2.80066,550.93,3
9,0.027873,-2.80033,551.758,3
9,-0.0367238,-2.80012,550.919,3
9,-0.0118509,-2.79977,551.002,3
9,-0.0724299,-2.84788,551.279,3
9,-0.00536861,-2.74843,552.102,3
9,-0.00578001,-2.25198,553.363,3
9,0.0224999,0.135501,548.732,3
9,-0.0459986,1.70001,545.754,3
9,0.00655919,-2.8463,546.934,2
9,0.00850409,-2.8462,547.926,2
9,0.00661299,-2.8463,548.776,2
9,7.49E-06,-2.84628,549.215,2
9,-0.00263301,-2.84634,549.499,2
9,-0.0155453,-2.84642,549.467,2
9,-0.0189093,-2.84634,549.762,2
9,-0.00497401,-2.84691,568.796,2
9,-0.00309711,-2.84295,569.302,2
9,-0.00186561,-2.843,570.153,2
9,-0.00275581,-2.84308,570.989,2
9,0.00585559,-2.84293,570.977,2
9,0.0331673,-2.84671,571.459,2
9,0.0106076,-2.84674,569.067,2
9,0.18469,0.990609,538.479,4
9,0.559617,1.5403,542.517,4
9,0.25974,1.81666,546.397,4
9,0.102593,1.39183,549.172,4
9,-0.00580251,0.643085,548.089,4
9,-0.0305712,0.155471,550.552,4
9,0.0335601,-0.135233,549.234,4
9,0.0337441,-0.934102,547.609,4
9,0.129427,-1.59068,548.194,4
9,-0.0539675,-1.58395,542.746,4
9,-0.152568,-0.981385,541.605,4
9,-0.0951476,-0.767989,539.971,4
9,-0.223596,-0.957249,537.489,4
9,-0.0151133,-1.23195,539.458,4
9,0.171849,-1.76159,540.103,4
9,-0.0861165,-2.12566,538.118,4
9,-0.217478,-2.14537,540.899,4
9,-0.165416,-1.94559,540.675,4
9,-0.302086,-2.06813,540.795,4
9,2.14E-01,-1.88376,546.033,4
9,2.86E-01,-1.83538,545.064,4
9,0.209945,-2.06864,545.874,4
9,-0.166691,-2.05405,549.424,4
9,-0.315432,-1.9561,558.201,4
9,0.290138,-2.08651,564.525,4
9,0.225322,-2.00033,567.748,4
9,-0.0442152,-1.94501,586.705,4
9,0.0473294,-2.13121,592.369,4
10,-0.0705653,-0.0565619,920.435,1
10,-0.089138,-0.0572474,920.141,1
10,-0.108573,-0.0620479,920.317,1
10,-0.147008,-0.0745522,920.503,1
10,-0.157983,-0.0927089,920.332,1
10,-0.10078,-0.104013,921.057,1
10,-0.0304522,-0.0758204,888.158,1
10,-0.0235689,-0.0533492,859.336,1
10,-0.00410966,-0.0179749,833.461,1
10,-0.0693576,0.0221976,808.799,1
10,-0.152806,0.0205721,817.433,1
10,-0.147778,0.0230118,822.559,1
10,-0.1608,0.0126123,825.482,1
10,-0.132498,0.00380883,827.172,1
10,-0.0787629,-0.0494072,873.269,1
10,-0.101156,-0.0490944,872.922,1
10,-0.0842384,-0.0496579,872.734,1
10,-0.0832006,-0.0514479,872.666,1
10,-0.0485165,-0.0575944,873.244,1
10,-0.0758449,-0.0632624,873.428,1
10,-0.102914,-0.0721982,873.654,1
10,-0.105127,-0.0783929,874.704,1
10,-0.14808,-0.0813654,874.114,1
10,-0.118522,-0.0838354,874.257,1
10,-0.124082,-0.0825312,874.162,1
10,-0.112876,-0.0700589,873.593,1
10,-0.0937918,-0.0343797,873.937,1
10,-0.0848309,0.000162331,874.475,1
10,-0.10388,0.0136351,880.381,3
10,-0.106828,0.00555683,880.933,3
10,-0.112519,-0.00290267,881.262,3
10,-0.101634,-0.0108492,882.141,3
10,-0.095299,-0.0199139,882.299,3
10,-0.0852829,-0.0233692,882.953,3
10,-0.0829308,-0.0242212,883.234,3
10,-0.0820128,-0.0256084,883.11,3
10,-0.0911172,-0.0267249,883.175,3
10,-0.0957616,-0.0376944,883.563,3
10,-0.108257,-0.0535807,883.544,3
10,-0.100744,-0.0670884,883.868,3
10,-0.0693491,-0.0771637,884.247,3
10,-0.0567937,-0.0785454,884.435,3
10,-0.131856,0.146802,876.26,2
10,-0.111468,0.144052,879.041,2
10,-0.110376,0.137063,880.67,2
10,-0.11998,0.127244,882.134,2
10,-0.122873,0.124226,883.807,2
10,-0.123496,0.123498,884.882,2
10,-0.100284,0.123631,885.833,2
10,-0.0893158,-0.0131472,883.693,2
10,-0.0998593,-0.0121467,890.017,2
10,-0.129553,-0.00100317,890.948,2
10,-0.12663,0.00490058,891.673,2
10,-0.143778,0.0143348,892.306,2
10,-0.127865,0.0378313,893.076,2
10,-0.128272,0.0351743,893.441,2
10,-0.116689,-0.145859,889.815,3
10,-0.113403,-0.145027,889.646,3
10,-0.106069,-0.14435,889.59,3
10,-0.112525,-0.138803,889.752,3
10,-0.110239,-0.138191,889.778,3
10,-0.118567,-0.137613,890.031,3
10,-0.125795,-0.141558,890.104,3
10,-0.123356,-0.15195,890.395,3
10,-0.115923,-0.155367,890.212,3
10,-0.11643,-0.158598,890.228,3
10,-0.125873,-0.156018,890.429,3
10,-0.110866,-0.156962,890.399,3
10,-0.123354,-0.153566,890.878,3
10,-0.104526,-0.154229,890.733,3
10,-0.11928,-0.0901714,889.149,2
10,-0.140204,-0.0866672,889.301,2
10,-0.123394,-0.0967872,889.335,2
10,-0.117163,-0.104564,889.571,2
10,-0.101132,-0.105614,889.721,2
10,-0.101363,-0.111288,889.419,2
10,0.00237594,-0.0918259,889.133,2
10,-0.132449,-0.0929029,888.621,2
10,-0.121299,-0.0920477,888.598,2
10,-0.132665,-0.0923554,888.644,2
10,-0.119283,-0.0936957,889.022,2
10,-0.114624,-0.0969634,888.862,2
10,-0.124523,-0.0966137,888.958,2
10,-0.114226,-0.0933799,889.098,2
10,2.93869,0.0182338,614.564,4
10,3.4849,-0.0327727,630.535,4
10,3.18025,-0.0173659,636.846,4
10,2.25964,0.0520493,635.1,4
10,1.46994,0.13665,630.108,4
10,0.84722,0.267673,622.154,4
10,0.575809,0.339988,622.93,4
10,1.30419,0.369865,631.707,4
10,2.11604,0.363122,646.425,4
10,2.7707,0.324932,654.668,4
10,3.32595,0.239973,641.618,4
10,3.37774,0.180894,630.658,4
10,2.7517,0.193244,621.212,4
10,1.94365,0.206442,619.167,4
10,1.23491,0.301224,635.081,4
10,0.484489,0.392439,647.221,4
10,0.418619,0.44208,656.925,4
10,0.896964,0.4495,661.663,4
10,1.46718,0.402375,664.13,4
10,2.19751,0.335392,664.677,4
10,2.72857,0.233498,664.895,4
10,2.91138,0.178901,665.275,4
10,2.49209,0.165992,665.58,4
10,1.63898,0.197028,666.188,4
10,0.50883,0.272965,667.595,4
10,-0.284945,0.34034,571.136,4
10,-0.851479,0.370138,404.371,4
10,-1.09748,0.375675,284.808,4
11,0.00133151,0.139004,248.335,1
11,0.041656,0.141871,240.722,1
11,0.00389541,0.138081,232.12,1
11,-0.00178519,0.116231,223.699,1
11,0.00543831,0.094507,216.142,1
11,-0.00420199,0.0671123,210.043,1
11,0.0140391,0.0459183,205.772,1
11,0.0135413,0.0378045,202.384,1
11,0.00203201,0.0282993,199.697,1
11,0.00961391,0.0178103,197.195,1
11,0.00271791,0.011713,195.546,1
11,0.00531911,0.00593052,194.153,1
11,0.00355281,0.00478877,192.275,1
11,-0.00185619,0.00347477,192.038,1
11,0.00168551,0.0340183,123.899,1
11,-0.00250989,0.0254205,124.03,1
11,0.000840708,0.0179515,125.193,1
11,0.00286301,0.0108125,124.887,1
11,0.00549121,0.00489952,123.672,1
11,0.00563081,0.00364052,122.89,1
11,-0.000196392,0.00400227,121.819,1
11,0.0108923,0.0117858,122.867,1
11,0.0107904,0.022601,119.807,1
11,0.0145719,0.0293278,116.211,1
11,0.00858261,0.0369198,114.076,1
11,-0.00158309,0.036477,110.208,1
11,-0.00575459,0.0335603,111.097,1
11,-0.00730639,0.0322575,112.827,1
11,0.00827351,-0.01688,117.463,3
11,0.0186231,-0.0116677,119.887,3
11,0.0269925,-0.00995673,123.966,3
11,0.00195971,-0.00385748,125.13,3
11,0.0172491,-0.00814823,129.877,3
11,0.00359071,-0.013748,129.4,3
11,-0.0214149,-0.0186875,127.475,3
11,-0.0324998,-0.0284187,129.489,3
11,-0.0148509,-0.0328957,127.968,3
11,-0.0203581,-0.0371642,130.444,3
11,-0.00808689,-0.0396155,132.803,3
11,0.0249499,-0.0432625,134.652,3
11,0.0103134,-0.0445247,132.057,3
11,0.00669211,-0.0429872,130.244,3
11,-0.0169007,0.0240235,103.376,2
11,-0.00958359,0.0427295,103.221,2
11,-0.0263474,0.0456158,102.35,2
11,-0.00996159,0.043774,101.484,2
11,-0.000147792,0.0448685,100.902,2
11,0.00388841,0.0303703,100.866,2
11,0.0431972,0.0355155,101.642,2
11,-0.011042,0.0934375,98.8266,2
11,0.0125794,0.0913268,98.5639,2
11,0.00809471,0.0963655,99.1193,2
11,0.00847471,0.0996815,98.7869,2
11,-0.00476939,0.101293,98.0178,2
11,-0.00918929,0.091417,98.1487,2
11,-0.00880829,0.083752,97.7574,2
11,0.0229812,-0.335895,81.0894,3
11,0.00814151,-0.339589,81.8852,3
11,-0.00576299,-0.334189,81.6182,3
11,-0.00623459,-0.322083,82.6452,3
11,-0.0116307,-0.305446,83.6638,3
11,-0.0111307,-0.285755,82.982,3
11,0.0160637,-0.288294,84.1247,3
11,0.0151729,-0.301306,84.0409,3
11,0.0163029,-0.315487,84.5321,3
11,0.00516231,-0.324879,85.9308,3
11,-0.0122587,-0.32761,86.8639,3
11,-0.00675329,-0.325009,87.0929,3
11,-0.00402179,-0.317735,86.1053,3
11,0.0111366,-0.288099,85.0349,3
11,-0.00611119,0.141627,84.3627,2
11,-0.00751769,0.141201,83.704,2
11,-0.00472859,0.129926,83.0251,2
11,-0.0100631,0.123607,82.6196,2
11,-0.00406229,0.112104,83.4887,2
11,0.000849208,0.105078,82.2801,2
11,0.00916681,0.128479,82.2567,2
11,-0.000834792,0.0869358,88.0951,2
11,0.00236411,0.084903,87.7625,2
11,0.0115972,0.0958283,87.9694,2
11,0.00548291,0.10214,88.023,2
11,0.00436581,0.0982285,87.3546,2
11,-0.000155392,0.0933603,87.5218,2
11,-0.00908669,0.0808135,87.417,2
11,-0.0848062,-0.161747,50.832,4
11,-0.114148,-0.19091,50.2216,4
11,-0.346144,-0.140829,49.7265,4
11,-0.267193,-0.0669782,45.8933,4
11,-0.119872,-0.029625,46.3009,4
11,0.29468,-0.0181142,46.0141,4
11,0.451319,0.01291,56.5811,4
11,0.146933,0.0297298,83.1665,4
11,-0.13064,0.124488,166.003,4
11,-0.520855,0.152033,502.328,4
11,-0.0735949,0.119382,930.193,4
11,0.28141,0.0673833,1199.43,4
11,0.407935,0.0627645,1337.73,4
11,0.248889,0.114846,1474.26,4
11,-0.0855375,0.178936,1572.51,4
11,-0.198156,0.174342,1863.08,4
11,0.0110772,0.100278,2193.1,4
11,0.0939952,0.0600553,2236.47,4
11,0.0613498,0.070107,2061.8,4
11,-0.0342261,0.153411,1910.29,4
11,-0.183326,0.223416,1870.02,4
11,-0.156733,0.201182,2059.84,4
11,-0.0251351,0.108152,2205.28,4
11,0.238676,0.0508498,2227.43,4
11,0.287397,0.0743575,2116.16,4
11,0.255224,0.132937,1810.75,4
11,-0.0225164,0.195107,1793.08,4
11,-0.107131,0.18616,2030.5,4
12,-0.00332751,-0.0975768,241.465,1
12,-0.00163101,-0.0963921,241.81,1
12,0.00376009,-0.0943288,242.408,1
12,-0.00312221,-0.0914211,243.163,1
12,-0.00650031,-0.0900281,242.968,1
12,-0.00369931,-0.0905066,241.659,1
12,0.00296989,-0.0886623,241.023,1
12,0.00689699,-0.0899803,240.296,1
12,0.00878119,-0.0903558,240.028,1
12,0.00492369,-0.0900888,240.951,1
12,-0.00145531,-0.0881141,240.485,1
12,-0.00585691,-0.0867853,239.066,1
12,-0.00569691,-0.0849968,238.508,1
12,-0.00130751,-0.0690978,237.477,1
12,-0.00143861,0.0863192,220.259,1
12,-0.00107861,0.0894604,219.461,1
12,0.00787729,0.0993114,220.099,1
12,0.00396359,0.0953149,220.503,1
12,-8.22E-04,0.0767624,220.926,1
12,1.19E-03,0.0602459,221.17,1
12,-0.013577,0.0418017,221.737,1
12,-0.00517381,0.0348704,222.292,1
12,-0.00392361,0.0406154,222.179,1
12,0.00784549,0.0603684,222.811,1
12,-0.00600871,0.0752199,221.74,1
12,0.00119129,0.0855769,221.311,1
12,0.0295183,0.135314,221.956,1
12,0.00559239,0.138763,222.072,1
12,-0.0116334,0.140471,200.891,3
12,0.0121442,0.152804,201.958,3
12,-0.00385271,0.166746,202.709,3
12,-0.0113018,0.168256,203.449,3
12,0.00303419,0.169382,203.736,3
12,-0.00649471,0.151346,203.772,3
12,0.00737889,0.149778,203.855,3
12,0.00512999,0.162679,203.774,3
12,0.0102316,0.153846,203.553,3
12,-0.0104887,0.150019,203.982,3
12,-0.0126396,0.138652,203.583,3
12,-0.00378841,0.118864,204.648,3
12,-0.00498441,0.105723,204.98,3
12,-0.00905161,0.106573,204.483,3
12,-0.00317831,-0.0326496,202.361,2
12,0.00466369,-0.0274521,202.123,2
12,0.00321849,-0.0283201,202.99,2
12,-0.00561171,-0.0539738,202.791,2
12,-0.000945613,-0.0721666,202.065,2
12,-0.00304361,-0.0789511,201.557,2
12,-1.71E-05,-0.0729061,200.92,2
12,-0.00770491,-0.0881446,197.99,2
12,0.00248589,-0.0848998,198.057,2
12,0.00721249,-0.0757293,199.249,2
12,0.00896569,-0.0846683,199.929,2
12,0.00375279,-0.0997011,200.555,2
12,0.00271899,-0.116092,200.074,2
12,-0.0127108,-0.126083,198.766,2
12,0.0744277,0.127993,197.555,3
12,0.0112938,0.118411,195.839,3
12,0.00347559,0.109164,183.612,3
12,0.0115587,0.0983029,166.978,3
12,-0.0868624,-0.0482756,154.158,3
12,-0.0191726,-0.0442413,144.224,3
12,0.0146003,0.0342994,147.468,3
12,0.0183444,0.0841467,158.412,3
12,0.00754139,0.145674,165.557,3
12,0.0112914,0.199092,168.622,3
12,-0.0230192,0.175119,162.607,3
12,-0.0158465,0.169355,156.096,3
12,-0.00169531,0.163273,149.949,3
12,-0.00510671,0.158402,148.37,3
12,-0.0128063,-0.00940659,180.512,2
12,-0.0423444,0.0184569,179.397,2
12,-0.0145334,0.0589687,179.803,2
12,-0.00504971,0.0871254,180.088,2
12,-0.000838613,0.137927,178.857,2
12,0.0355466,0.16421,180.423,2
12,0.0124163,0.165614,181.145,2
12,-0.0160846,0.00143241,170.559,2
12,-0.014577,-0.0471998,173.092,2
12,-0.0149539,-0.0559748,177.606,2
12,-0.014793,-0.0563676,182.131,2
12,-0.00238891,-0.0606326,185.215,2
12,-0.000266313,-0.0600888,184.487,2
12,0.0222941,-0.0646671,183.543,2
12,0.0734566,0.131622,58.6166,4
12,-0.0533167,0.0994069,65.3355,4
12,-0.0537418,0.131376,66.7416,4
12,-0.0728424,0.166406,67.973,4
12,-0.108171,0.199358,70.3145,4
12,0.0503759,0.206831,70.8986,4
12,0.568852,0.181956,72.654,4
12,0.01919,0.218071,74.6577,4
12,0.141242,0.247022,73.5183,4
12,-0.267238,0.283482,72.9319,4
12,-0.903397,0.319782,72.9304,4
12,-0.287848,0.278172,74.3533,4
12,-0.233526,0.239517,76.7751,4
12,0.556117,0.178619,78.1335,4
12,0.634031,0.124943,80.392,4
12,0.655717,0.111149,80.267,4
12,0.273052,0.118007,81.9394,4
12,-0.581966,0.147359,84.9543,4
12,-0.60728,0.149059,87.1851,4
12,-0.660946,0.122275,93.0747,4
12,-0.231447,0.0853749,97.7782,4
12,0.41826,0.0337687,120.886,4
12,0.840324,0.0108929,146.587,4
12,0.836365,0.0189627,177.332,4
12,0.308528,0.0746787,212.159,4
12,-0.00354311,0.102135,277.541,4
12,-0.513535,0.125022,425.554,4
12,-0.408281,0.125033,644.653,4
13,-0.148187,-0.102975,764.156,1
13,-0.142031,-0.136224,760.112,1
13,-0.125775,-0.208247,754.745,1
13,-0.133879,-0.228888,749.284,1
13,-0.111666,-0.24695,743.231,1
13,-0.134374,-0.256702,737.42,1
13,-0.127673,-0.253486,732.387,1
13,-0.119585,-0.246508,727.417,1
13,-0.119856,-0.238434,723.147,1
13,-0.102331,-0.232197,719.055,1
13,-0.105604,-0.235925,715.216,1
13,-0.111051,-0.235795,712.141,1
13,-1.13E-01,-0.230893,708.402,1
13,-1.09E-01,-0.218503,705.335,1
